deposit_avg,monthly_avg,safe_score,cvt_score
3357,51,1,3
3598,48,4,4
2925,44,2,2
4464,59,7,8
3973,65,6,5
3873,70,1,7
3403,55,7,6
3220,58,4,6
3269,68,8,8
4498,55,5,7
2694,54,4,4
3741,49,1,8
3053,64,7,7
2664,61,5,5
2783,57,4,5
3580,57,4,3
2756,53,8,4
3757,56,9,6
3224,60,4,5
2504,48,3,9
2625,49,5,2
2962,56,7,8
3851,68,9,1
3549,48,5,3
3246,44,4,4
2853,60,2,7
2148,42,1,2
2470,49,2,9
4016,52,7,4
2748,49,2,8
3900,40,9,7
3594,46,1,4
4024,58,6,7
4490,46,3,4
4222,47,3,8
2418,69,1,9
4342,64,7,5
3282,61,7,7
3836,41,3,7
3187,69,1,7
3154,47,6,5
4312,53,6,4
3860,49,4,1
3691,53,8,3
2567,60,5,7
3771,57,7,7
2765,46,5,2
4039,40,6,6
3197,56,1,2
2782,44,5,2
3048,70,9,5
3349,48,6,1
2230,62,3,8
3744,65,9,9
3003,40,1,6
4104,52,3,5
3445,67,4,6
3825,57,5,6
3804,41,3,7
4177,43,9,6
4377,64,7,4
2986,59,8,9
3097,52,7,4
3653,47,2,7
3993,60,2,9
2290,63,1,9
4096,68,3,7
4231,51,2,3
2182,58,8,7
2729,68,4,8
3244,68,3,1
4195,65,3,4
3313,40,5,1
3881,66,1,2
2455,50,8,9
3362,54,2,5
3171,42,1,4
3223,59,6,7
3975,41,6,9
3389,44,3,8
2403,61,9,1
3748,51,7,2
3428,45,7,5
4483,50,9,3
3850,67,3,4
4230,58,7,4
3022,53,8,8
2259,63,7,1
3248,42,3,4
2806,42,5,2
3145,41,1,7
3372,43,8,5
3941,49,4,4
3604,41,6,4
4156,67,6,8
2388,68,2,3
2452,41,7,1
2581,61,9,3
4332,45,3,6
3334,51,1,6
3552,59,1,6
3295,63,4,2
2981,55,6,9
3054,40,3,8
2223,47,7,4
4338,45,8,7
4387,70,7,1
3656,42,4,9
3509,66,6,8
4025,57,2,1
3827,54,5,2
2706,52,9,8
3918,52,1,1
4192,52,2,6
4413,42,1,6
3876,42,8,6
3720,44,5,1
3472,55,5,6
3051,46,6,2
2279,54,4,7
2662,67,9,7
3317,61,4,2
4355,55,4,6
4099,61,5,6
3043,40,4,2
3194,66,1,4
3581,46,6,3
3994,54,6,7
2727,61,6,5
4221,40,9,6
2528,67,3,7
4067,46,5,4
3198,52,7,4
3738,56,3,1
2297,50,3,9
3611,43,6,5
3211,63,7,2
4178,46,7,2
2966,42,8,6
2424,58,1,8
2205,43,9,7
3697,49,4,8
2492,57,5,9
2301,70,8,3
3882,60,8,3
2307,42,5,9
4007,54,2,9
2885,42,6,4
3068,60,6,7
2147,47,9,5
3927,59,4,1
2393,65,6,8
3581,50,6,2
2172,51,2,7
2485,62,1,2
2930,70,5,6
3010,49,1,8
2789,40,5,3
4494,57,7,5
2885,63,9,6
2625,46,5,8
2536,48,3,1
3176,50,2,4
4234,66,2,8
4176,45,7,7
4427,53,5,2
2227,68,8,3
3416,58,8,2
3561,46,2,5
3418,58,8,9
3028,45,7,2
2694,40,6,4
3296,49,1,3
4252,59,5,1
4224,70,1,1
4092,55,4,5
3075,65,2,6
2275,44,8,5
2277,68,2,1
3988,51,8,6
2133,60,6,8
3826,65,5,7
2223,54,3,9
3376,49,6,8
3143,65,1,7
3439,53,9,2
2197,49,1,6
3812,56,8,9
3144,66,4,1
2521,69,7,1
2749,62,3,6
2820,61,4,2
3608,45,4,1
3267,51,1,4
4147,40,5,1
3975,60,6,7
2191,52,3,3
3882,51,5,5
3011,63,2,1
2766,47,5,8
3461,67,2,3
2710,58,4,6
2999,57,1,5
4014,61,7,7
2907,65,4,8
2908,67,7,9
3865,64,4,4
3191,55,7,9
4213,43,2,6
3554,63,6,2
3931,47,3,9
3362,49,7,1
2319,42,4,9
2134,47,4,5
4432,56,2,8
4367,61,9,5
4073,61,6,4
2708,64,7,2
3230,53,9,3
2857,53,1,8
3733,60,5,6
4410,67,9,5
2902,57,7,8
4106,51,6,2
3407,44,1,6
3542,62,3,2
2842,62,1,2
4452,58,7,6
4358,61,9,8
3441,67,1,5
2466,59,9,9
2337,60,3,2
3612,59,1,4
2679,58,4,8
3341,40,9,7
3699,65,7,6
4311,57,7,4
4058,45,8,4
3756,67,4,5
3083,58,1,6
2151,60,8,7
2858,64,2,3
4443,40,2,5
2734,51,1,2
3053,43,7,5
4260,68,2,5
4329,54,4,9
2726,51,5,9
4345,40,8,1
3610,70,9,2
3589,52,9,1
2963,53,2,7
3311,56,9,7
3157,55,4,4
4219,51,7,8
2416,47,7,8
4148,57,6,8
3391,70,4,3
2331,69,2,7
4300,50,3,9
2921,57,3,3
2940,58,5,3
4242,67,3,5
2676,46,1,4
3062,67,2,2
3804,53,4,1
2857,63,4,8
3162,54,3,6
2687,49,9,5
3401,54,7,6
3431,41,5,1
2725,51,5,1
3321,52,7,9
3812,60,6,2
3787,45,2,8
3587,57,6,9
3846,42,7,1
4047,40,8,4
4399,51,9,8
2130,46,1,3
2788,69,2,4
3833,68,8,8
3566,62,9,9
2461,53,2,6
3154,43,3,3
3758,69,3,2
3533,54,9,3
2197,59,5,4
3513,59,6,4
4484,44,8,2
2133,44,8,6
4353,46,1,5
4447,67,6,7
2449,48,4,8
3584,61,1,3
3376,67,4,7
2944,56,5,8
2231,67,4,7
2187,43,9,3
3720,46,2,2
2771,63,9,2
3003,64,6,7
4339,58,6,3
3641,49,3,4
3391,61,7,7
3783,43,3,9
3551,48,2,5
4378,40,7,3
2852,69,7,4
3475,40,8,4
3357,63,7,5
3615,68,6,7
2419,59,6,6
2355,61,4,6
2133,41,1,5
4002,61,8,5
3211,53,9,4
3360,60,7,8
3199,43,3,8
2225,64,6,4
2700,67,1,4
2558,44,8,1
3838,52,9,2
2658,64,3,5
2286,44,6,5
2509,61,2,4
2411,53,4,2
3349,63,1,3
3471,60,7,8
4145,57,4,4
3628,68,6,7
2309,60,2,7
2877,55,3,4
2520,69,9,6
4208,69,4,2
3858,70,2,9
2305,67,6,3
3668,41,2,9
3522,54,6,5
3004,56,1,3
3668,44,2,5
4476,61,4,1
2150,50,7,9
2780,62,9,5
3413,57,9,4
3262,53,2,3
4379,58,7,9
2408,52,9,1
3529,48,1,2
2346,49,3,4
3816,47,5,7
3979,62,3,6
4417,47,3,8
4180,67,8,1
3467,42,6,9
2471,48,2,7
4062,69,2,3
3656,56,2,3
2899,54,3,4
4184,44,3,8
4174,50,4,1
2181,61,7,8
2651,49,2,8
4422,45,3,3
3804,69,5,9
2363,54,1,5
3770,70,4,7
4156,48,1,1
3478,47,4,7
3169,50,2,6
3450,55,8,6
3913,51,4,4
2182,70,4,6
2783,64,5,8
2467,60,1,9
4429,40,1,4
2731,64,3,7
2195,42,4,1
2879,67,7,4
3370,60,7,3
3300,48,5,9
3672,41,2,4
3772,62,6,1
3935,50,4,3
3765,46,6,3
4448,55,4,9
4021,64,9,4
3242,47,5,3
4413,62,8,7
3195,56,7,6
2125,69,6,6
3379,51,5,4
2163,70,2,8
2205,61,5,1
3203,51,5,5
4217,58,1,7
2629,50,5,6
2272,58,8,2
2377,55,2,9
2783,49,3,2
3854,44,2,9
2889,68,5,5
3327,47,4,9
3369,50,8,3
3593,53,9,9
2835,50,1,1
3448,56,8,6
4056,50,8,8
3626,51,5,3
3100,62,2,7
3738,50,1,2
2339,70,8,5
4406,48,4,5
3727,42,1,2
3228,53,2,3
3237,54,2,5
2796,70,3,2
3252,70,4,1
3267,60,7,8
4418,41,2,8
2302,55,9,3
2708,42,4,4
3483,64,1,6
4239,63,4,3
3616,57,9,4
2227,59,2,7
3643,50,6,8
3915,40,9,4
3638,69,3,9
2580,61,3,8
3296,46,4,8
3147,65,4,1
4092,42,1,1
3241,48,8,4
2411,69,3,8
3928,43,6,7
3351,42,2,4
4080,66,8,3
4012,42,1,5
3717,62,2,2
4484,42,6,5
3328,50,8,9
3515,42,8,6
3531,57,2,3
3598,60,5,6
3680,46,7,8
2397,67,7,7
3095,62,9,4
2248,60,9,3
2468,65,4,8
3330,53,8,3
3854,43,4,3
2433,40,2,1
3109,66,5,5
3454,53,7,3
3843,68,4,6
2476,57,4,3
4195,59,5,5
2362,50,7,1
2519,64,8,2
2619,57,6,7
2451,68,6,7
2740,67,9,1
3520,63,9,6
3159,60,8,4
4013,41,2,1
3516,52,7,5
2317,69,6,1
4421,63,1,7
2407,61,6,6
2845,65,7,6
3251,51,2,1
3428,46,6,9
3379,64,4,8
4330,51,9,1
4005,64,8,1
2470,48,3,4
4053,42,4,2
3937,50,2,9
2153,67,2,3
3744,41,1,2
3586,69,2,5
3926,49,4,7
2235,52,6,6
2548,65,9,2
2132,54,7,5
2939,53,2,9
4485,56,2,6
4289,64,8,9
2192,43,4,8
2430,55,7,9
3928,45,1,3
3111,56,4,6
2729,67,7,2
3240,55,8,4
2697,53,2,3
2614,51,4,8
3606,40,8,1
4348,58,5,1
3903,40,3,5
3495,48,8,4
2889,47,9,2
3745,51,7,9
3263,60,2,7
3943,40,8,9
3547,61,8,3
4348,42,3,7
4483,59,5,2
2473,68,8,4
2813,49,8,8
3263,49,9,8
2411,50,1,1
2413,56,2,5
3847,60,7,2
3984,46,9,7
4388,69,4,5
3857,49,1,7
4496,50,6,4
4201,65,9,8
3748,49,1,6
2908,54,9,1
3219,68,1,8
3524,64,4,9
3732,41,5,8
2463,66,5,3
3752,52,9,4
2788,50,2,2
2480,50,9,1
3393,60,3,6
4052,54,4,9
3352,62,7,2
2537,70,1,4
2855,61,3,6
3525,48,3,2
2389,54,2,6
4063,48,3,4
3032,66,1,7
4098,60,4,5
4196,47,2,3
4157,54,8,4
3228,50,5,5
2447,67,8,8
4050,69,7,1
3124,48,9,6
4200,62,1,8
4409,63,4,2
3657,50,5,6
3039,57,1,8
2453,70,8,4
4435,55,7,4
3502,40,2,6
3061,68,5,5
2494,46,4,1
4177,56,7,2
3508,42,5,6
4282,67,3,9
3495,60,1,8
4268,55,6,4
2775,48,7,8
2314,57,3,1
3779,62,1,4
3364,53,9,9
2886,68,6,4
2841,68,6,7
2560,70,3,8
2707,67,5,3
4153,48,4,4
2174,60,6,8
4306,58,2,9
2794,52,6,2
2127,69,5,2
4097,68,8,2
2154,59,3,6
2929,66,8,5
3661,62,3,6
2217,66,9,7
3879,51,6,1
3299,63,3,6
4364,50,8,3
3067,40,7,4
2395,67,6,5
3370,64,2,2
4019,47,7,2
3172,48,3,1
2189,42,3,1
4327,52,3,9
4365,65,5,7
3040,64,3,8
2770,58,9,5
3898,66,5,2
2719,70,9,9
4339,55,2,6
2673,53,5,1
3714,48,4,2
2870,68,2,6
3808,69,5,7
3496,59,2,8
3238,59,1,8
3534,49,6,1
3440,66,2,8
3179,65,9,5
3616,44,6,9
3135,52,1,6
2291,60,6,7
2401,42,9,6
3200,55,4,8
3518,68,2,1
4286,40,2,9
3411,49,6,8
2303,54,1,6
4069,49,5,6
3701,42,2,9
2731,57,8,2
2906,59,9,3
3339,51,9,9
2531,44,8,1
3833,50,5,1
2918,66,2,3
2251,45,8,2
4316,57,4,9
3370,61,3,6
4128,41,2,3
2136,61,2,5
4407,68,2,4
3731,49,2,6
4382,47,8,4
3344,45,4,7
4174,66,4,6
3763,62,4,8
4170,61,2,9
3555,50,6,7
3029,70,6,7
2437,54,8,7
3705,47,2,9
4458,49,2,9
2370,41,5,2
3323,69,4,5
4423,53,6,6
4310,57,5,9
2745,48,3,1
3833,62,4,9
3255,59,4,8
3212,67,4,6
3765,60,9,3
2802,55,1,6
3999,42,3,3
4358,53,7,6
3659,62,5,9
2467,63,5,7
4270,66,8,9
3959,51,2,8
3721,44,2,5
3189,43,9,3
3216,64,4,5
4416,44,8,4
2353,45,8,5
4071,45,2,1
4303,42,1,1
3381,45,6,7
3760,45,5,7
3019,52,6,9
3432,55,3,1
4138,42,6,6
2634,57,8,1
4216,48,5,8
3176,64,8,5
3715,69,4,3
2936,47,5,5
2727,51,6,9
4402,55,7,2
4340,41,8,7
4445,68,7,1
3964,66,9,6
4109,44,1,2
3122,45,8,9
4253,61,4,2
2676,62,2,6
4340,55,8,1
3730,66,1,8
2545,52,1,1
3275,48,4,1
3806,47,6,7
2770,66,7,5
3249,57,3,6
3794,58,5,2
3583,70,1,1
3753,52,8,3
3784,66,3,5
2546,50,3,7
4050,69,3,8
2598,60,8,5
3684,68,6,9
2333,50,5,4
3324,61,7,2
3913,40,8,3
2941,64,8,7
2589,62,6,9
3644,54,5,8
2139,50,7,6
3356,56,3,6
2784,57,5,4
3874,43,2,5
3514,68,7,2
2849,53,5,2
2332,40,3,7
2872,48,5,1
2823,70,9,5
4013,68,3,8
4393,47,5,7
4394,70,3,3
4341,58,9,2
3261,45,1,7
3083,69,5,9
3657,50,6,3
2900,54,2,9
3676,62,5,8
3913,65,3,2
2440,56,6,3
2871,67,5,2
3709,66,5,6
4381,63,2,8
3836,56,7,7
3708,66,9,4
4456,67,5,5
3111,42,1,3
2128,62,7,8
3239,58,1,4
3429,64,7,6
2320,60,5,6
3796,43,6,4
3516,52,3,2
3088,58,8,7
2257,65,4,5
3661,51,9,7
2846,63,5,5
2464,59,4,4
3999,66,8,9
2881,64,4,5
4349,55,4,1
3613,68,1,5
4347,57,4,1
2844,67,9,8
2476,50,7,3
2929,63,5,3
4431,49,4,5
3414,65,9,4
3630,70,6,2
2388,61,8,8
4463,57,1,7
4388,63,9,9
4289,48,5,5
4275,40,9,3
3712,60,2,4
2611,51,3,3
3949,52,1,6
3558,70,6,6
2201,64,4,2
3412,67,1,8
4410,47,8,3
3223,62,7,9
3925,58,2,3
3787,68,5,3
2458,43,8,2
2465,52,5,5
3047,45,1,1
2437,48,4,5
2829,48,7,4
3068,45,2,7
2509,52,1,4
2200,49,8,3
2351,67,6,3
3900,55,6,2
2934,40,8,2
2868,46,1,7
3619,43,4,6
2854,58,6,5
3655,69,1,2
4075,49,1,5
4272,40,2,7
3264,40,3,8
2743,45,1,1
2395,60,3,3
4144,64,3,1
3730,63,5,5
2940,55,3,6
3325,48,8,2
3666,60,6,7
2668,54,3,9
3588,46,4,5
2781,40,4,7
2827,68,5,9
3615,55,1,8
2238,42,2,9
3577,70,4,9
2651,56,4,5
2777,53,9,1
4051,59,4,4
4421,45,6,1
4362,55,1,3
3929,43,3,9
3018,50,1,2
2854,46,7,3
2586,68,9,5
2778,55,2,3
4410,57,7,6
3504,62,6,7
2459,66,5,5
4189,41,5,7
4446,68,3,1
3609,60,3,4
3295,70,2,2
3133,60,8,5
3728,70,6,9
3360,52,5,6
4439,42,1,3
2599,44,2,4
2868,41,8,2
3116,64,6,4
4183,41,7,3
3315,67,2,6
2856,65,4,3
2741,70,3,7
2331,53,9,8
2130,51,3,2
3657,47,7,6
3315,49,1,6
2600,59,1,1
2747,68,2,1
3912,53,3,4
2282,51,8,9
3353,46,4,8
2872,44,8,6
3562,64,9,1
3537,49,7,1
2583,64,3,4
3611,43,8,5
3587,53,9,3
3545,61,4,7
2127,69,5,5
3607,60,9,9
4108,40,7,1
2166,42,2,5
3043,47,2,8
4174,42,9,7
4139,55,8,3
4109,44,2,3
3491,55,3,4
2128,69,6,9
2171,64,6,2
4292,57,2,7
4413,58,3,4
4036,42,6,1
2895,62,3,8
4098,66,2,2
3495,70,6,6
3842,63,7,2
4390,44,3,2
4102,57,6,6
3387,42,6,5
2422,53,4,1
3246,60,5,1
3288,68,9,2
2126,40,3,3
4236,68,1,1
2956,41,6,5
2379,56,6,5
3884,57,7,7
2586,43,2,4
2147,61,1,1
3276,44,9,3
3515,48,4,7
2364,47,7,4
2753,65,7,7
3823,53,2,5
2781,47,7,6
2249,54,6,3
2249,51,6,7
3036,68,2,1
2229,65,2,5
4389,63,2,5
3470,58,7,9
2199,66,5,2
3139,64,2,8
3705,58,1,3
3318,52,3,8
4117,70,4,1
2975,45,8,9
2327,63,6,2
2614,45,4,9
3688,56,7,5
4295,44,7,1
2574,61,3,1
2184,63,5,1
2599,42,4,6
3574,63,5,7
3871,41,5,7
2776,44,4,2
2811,49,7,9
2522,47,7,5
4005,49,7,8
2872,55,8,1
3310,49,2,2
2763,55,4,3
3271,55,7,3
4181,53,6,5
3917,61,8,2
3936,57,2,5
3536,46,9,7
2759,51,5,2
2106,61,9,9
4424,61,1,1
3527,43,8,5
4349,53,4,5
2836,41,4,9
3075,66,4,7
2760,53,3,9
3005,68,3,1
3250,55,2,4
2242,41,6,2
2873,50,7,9
4342,44,8,6
3658,42,3,7
2324,44,1,6
2332,44,8,7
2983,60,1,6
4313,56,1,2
2307,57,4,4
3989,68,2,2
3798,41,3,7
4299,62,8,5
4362,58,1,9
2701,56,3,8
3410,48,1,1
2551,56,7,5
3809,61,3,9
2726,59,8,2
4298,40,8,3
2367,55,6,8
3803,58,3,3
3859,70,5,5
4342,58,9,4
4184,49,9,8
3085,52,8,6
3424,66,3,4
4415,65,6,8
4198,40,3,7
2718,52,1,9
2911,48,2,5
4133,49,9,3
3374,53,8,2
2915,49,8,2
4244,46,1,4
3223,45,1,6
3192,56,8,3
4499,46,1,3
2979,59,5,1
2255,44,8,7
3848,68,8,4
3142,51,2,2
2169,47,2,3
4005,61,7,6
4411,50,9,9
3867,65,6,9
3739,54,1,3
3714,46,6,6
4324,54,5,3
3780,52,4,1
2521,70,5,2
2887,48,1,3
2724,42,2,3
4344,57,4,3
3546,65,3,4
3631,45,1,3
3148,54,9,1
3542,52,8,4
2595,48,2,9
3064,54,2,3
2569,43,3,7
3440,59,1,2
3462,46,9,8
4496,50,9,4
4386,68,8,1
4294,47,6,7
2442,55,8,3
3540,52,9,9
2503,69,7,8
3016,69,5,8
4007,63,8,2
3651,41,9,3
2742,46,5,8
4184,45,5,6
3487,65,9,4
4325,43,1,9
3231,58,3,5
3217,69,9,5
2113,46,4,1
4021,61,2,8
3969,42,9,7
3549,66,2,9
2471,43,5,6
3608,56,1,5
4414,49,9,4
2128,65,8,1
3333,49,1,7
4494,62,2,4
3793,60,6,7
3431,64,5,4
3602,53,3,2
4081,40,1,2
3482,46,8,9
3907,53,2,9
2922,68,9,9
3799,42,5,6
2754,44,9,9
3882,48,1,7
2437,67,2,7
3251,59,5,2
2804,44,8,3
4182,51,2,8
2235,40,3,7
2293,45,7,9
2380,51,5,4
2342,69,5,2
3203,42,1,1
3818,61,6,4
2203,69,9,7
3925,43,5,4
4127,55,2,3
2795,67,4,3
2989,53,1,3
2642,60,7,4
2537,40,1,5
3747,55,2,4
4423,53,9,6
3837,56,2,5
2821,48,3,4
4194,40,1,3
2555,58,1,6
2944,60,6,6
4302,49,9,7
2380,53,1,7
4188,51,7,7
2918,62,8,9
3166,53,7,8
4100,69,8,1
2103,45,4,4
3171,65,4,1
3463,67,9,4
3556,45,6,6
3158,53,5,5
2669,70,2,8
2112,44,8,3
3214,68,4,9
3170,60,2,4
3154,58,6,5
3630,62,2,7
4168,47,5,4
4062,50,5,6
3592,57,9,6
2732,40,4,8
2878,55,3,9
4492,52,9,8
2931,62,1,1
3540,59,3,5
2448,67,1,7
3312,54,5,7
4409,67,8,1
4141,67,1,2
2266,53,6,2
2315,62,3,1
3464,69,4,4
4376,59,5,2
2723,66,4,5
2423,70,1,1
3522,40,8,4
3549,41,2,3
3743,54,1,7
2945,66,5,7
3801,49,8,5
3687,57,9,6
3382,45,8,8
4401,42,8,7
4462,66,6,6
3880,49,2,1
2586,57,3,9
2947,55,3,4
2475,66,5,5
4429,52,6,3
4287,62,8,6
4365,64,3,6
3412,42,2,9
3165,60,2,2
3741,49,9,8
3291,50,6,2
3702,70,8,3
4134,44,9,4
2137,65,6,5
4414,68,3,9
3684,52,8,1
3505,57,2,3
3817,65,3,5
2514,47,6,6
3672,55,8,2
2892,44,1,3
3090,54,7,9
3491,45,5,8
2871,66,7,7
2292,44,2,1
3525,67,8,1
3581,50,8,3
4235,48,7,2
3927,61,7,3
4279,62,1,9
2255,56,3,8
3462,58,1,7
2140,70,2,1
3069,62,6,9
2599,64,4,1
3171,59,7,7
2580,45,5,2
3619,43,2,8
2629,48,3,6
4368,49,7,4
2726,42,9,4
2966,45,8,4
3666,58,6,8
3222,54,1,6
2260,54,7,6
4088,68,1,1
3728,51,4,2
2808,41,5,2
2579,47,9,7
3360,61,7,3
2169,50,2,3
2864,55,7,5
2553,65,7,4
3425,52,3,4
3365,67,4,9
3169,45,8,7
3936,56,3,1
3295,66,7,6
3367,59,5,7
3078,49,7,3
3457,61,1,9
2136,52,9,2
3680,62,4,3
3884,43,6,3
2522,40,8,9
4369,62,2,3
2723,56,3,7
3822,68,2,8
3665,63,2,3
4483,50,3,5
2312,67,6,4
3922,56,4,2
4084,40,4,7
2286,54,1,8
4249,58,6,5
2156,61,1,7
2695,40,6,3
3920,62,8,8
2369,54,4,1
2800,55,2,4
4483,52,4,7
2508,55,1,8
2338,54,7,3
2466,62,3,2
3517,68,5,9
4364,60,7,7
2624,50,7,4
2919,66,3,6
3071,66,9,7
3792,48,3,9
4057,70,9,7
2745,51,4,5
2939,66,1,7
4304,44,8,2
3147,53,4,5
4259,51,3,6
4420,55,6,2
2241,68,4,2
4301,70,7,3
2684,59,9,5
4037,56,5,8
3881,69,3,1
2656,61,2,5
3959,68,4,3
4205,44,9,7
2308,61,7,7
3139,40,6,3
3834,43,5,2
3713,41,5,6
4090,62,5,4
3960,69,1,2
3296,50,8,5
3558,46,5,6
3999,59,5,6
2228,64,4,2
3691,62,4,9
2949,58,6,2
2399,58,6,7
3797,64,4,6
4229,60,4,2
3926,61,8,2
3987,54,1,8
2676,54,2,9
2396,46,2,2
3550,63,4,7
3297,54,9,1
4182,68,5,5
3514,46,4,4
3920,68,7,1
4397,68,1,7
3493,46,9,3
3860,66,1,1
3636,46,2,9
4296,66,3,2
3911,59,7,6
2868,60,3,8
2904,45,8,5
3820,55,7,4
3216,55,8,3
4011,52,9,8
2298,43,9,6
4298,47,5,5
2198,55,8,2
4490,66,6,5
4179,69,7,3
2757,56,5,1
3290,60,6,7
3187,42,1,5
4326,61,3,6
2900,54,6,7
3306,46,1,2
3846,52,1,3
3820,52,6,2
2945,42,9,2
2830,54,2,3
2690,42,2,1
4465,48,2,5
4365,58,4,3
2797,59,2,4
2801,58,9,9
2654,63,6,4
2262,48,6,1
2944,56,9,2
3324,68,5,2
2422,65,2,5
2702,57,6,3
3068,54,3,3
2219,56,9,7
2819,56,2,8
3733,40,2,2
3699,46,8,8
2570,46,7,2
2438,57,8,4
2323,64,9,9
3403,67,6,4
4350,40,2,1
2401,41,4,5
2568,52,8,7
4467,46,9,4
4020,64,1,2
3053,61,1,1
3409,58,4,3
2987,59,2,8
3455,68,3,1
3892,69,4,7
4349,61,8,3
3662,44,7,6
2378,40,8,9
4008,65,6,4
3645,49,2,5
4214,70,9,3
3004,43,7,1
3275,53,5,7
2600,50,1,8
2199,47,3,2
3827,65,1,6
3895,56,8,5
4072,62,4,6
2369,69,7,9
4038,42,9,3
4468,50,4,2
4204,52,2,1
3811,50,4,4
2834,68,7,1
3764,58,1,3
3332,59,8,4
3851,48,3,7
3181,55,5,6
4067,54,3,3
2398,54,6,9
3494,45,2,1
2617,69,5,1
3281,48,2,8
4147,42,5,8
4025,44,1,5
2101,52,2,9
3837,68,7,5
2808,69,8,8
4293,45,2,9
2126,49,4,9
4358,57,8,8
4467,41,1,2
2983,40,1,1
3529,64,9,7
3112,60,2,4
2736,68,9,5
3119,50,1,4
2978,41,3,3
4101,67,1,7
2496,41,5,8
3349,57,8,3
3221,68,5,4
3216,45,9,9
4301,60,9,1
3739,62,8,2
3823,65,7,4
2275,69,8,5
2684,40,4,8
2624,61,9,6
3062,60,2,7
2827,61,4,1
2877,46,5,8
4139,62,6,9
3008,62,9,4
4005,49,3,4
3594,66,4,5
3043,68,3,3
4085,62,8,4
3988,51,6,8
2741,68,2,6
2972,44,2,7
3018,65,4,1
4395,68,7,1
4493,48,1,1
3926,55,1,3
3055,68,3,9
3279,50,2,9
3616,44,3,3
2618,63,2,6
2283,41,6,3
3098,67,1,2
2629,54,3,9
4244,61,3,9
4171,57,2,8
3959,50,6,8
2237,52,1,1
2177,47,3,1
3732,54,5,5
3080,67,7,5
2796,46,7,1
3119,63,4,3
4258,69,5,8
3066,59,1,2
3976,55,9,1
2440,47,7,4
4397,50,8,7
4213,48,2,6
2122,66,5,9
3509,64,5,2
2850,70,2,6
4373,67,3,3
3971,69,6,1
2172,60,8,1
3218,40,7,1
2297,69,7,3
4436,54,3,9
3653,66,3,5
3648,41,1,7
3647,50,2,9
2857,64,9,9
2501,70,5,6
4099,49,2,3
2181,46,4,7
4170,59,2,6
3718,46,7,2
2920,62,5,4
3544,66,2,8
4189,67,7,7
3911,68,9,5
2240,52,8,7
3048,42,1,4
4030,66,8,5
3454,60,8,8
3623,46,4,7
3876,44,2,1
3373,49,8,5
4291,42,6,7
3883,50,6,6
3598,63,3,3
4469,47,7,9
4410,69,9,7
2738,41,6,8
2473,46,4,3
2203,70,8,8
2205,42,1,8
4129,45,7,1
2568,44,5,8
3396,63,1,8
2893,52,9,7
3641,61,6,5
2841,63,8,9
4105,64,9,6
3464,51,2,6
2237,50,7,3
2913,70,8,9
2454,53,1,2
2647,46,2,9
3183,46,6,5
4270,58,8,8
4342,68,1,5
2130,47,8,3
2897,64,7,3
3231,64,9,2
3602,49,5,5
3548,66,2,4
2833,45,2,2
2535,48,3,4
4194,66,8,2
3697,67,2,5
2599,47,6,1
2294,56,9,9
3412,68,5,9
3562,52,4,3
3420,41,1,7
3501,57,9,3
2298,70,6,2
3375,57,4,8
4209,42,3,8
3373,59,8,7
2596,47,3,6
4059,58,5,6
3600,67,8,7
4044,50,4,9
3914,47,1,9
2551,47,4,7
2710,61,4,9
2846,45,6,7
4093,46,9,4
4203,53,1,9
2303,50,8,5
4044,54,4,6
4019,44,7,9
3297,49,3,1
3911,47,4,3
2601,42,5,5
3438,70,7,8
3597,60,2,7
4434,67,4,7
3649,65,6,6
4436,59,8,9
3357,49,3,4
4011,57,2,7
4088,45,6,1
3223,66,7,8
2698,54,9,4
2275,45,6,8
4260,50,6,8
3009,65,8,9
2469,68,5,2
2531,57,3,7
4358,66,2,3
3720,58,5,6
2845,47,5,1
3184,48,4,7
4192,62,9,1
3687,48,7,2
4106,41,9,2
2924,52,4,7
3271,63,2,8
3691,58,6,8
2739,67,8,8
2738,50,4,3
4444,44,4,2
3636,50,1,3
4480,52,7,4
2691,54,8,6
3909,47,7,6
3318,50,1,5
3579,40,2,3
3121,41,2,6
3279,62,7,6
2663,63,7,2
3934,43,9,4
3107,60,1,3
3753,40,1,7
3933,62,4,1
3302,70,5,7
2236,64,5,8
3787,69,5,8
2876,63,3,9
3278,65,3,4
3391,50,5,5
3023,43,7,6
4274,58,7,4
3342,69,6,4
3343,42,2,5
2844,54,9,8
3635,53,9,1
3275,58,1,5
2544,57,9,3
2771,70,1,4
3401,70,5,1
3567,48,3,6
4422,58,5,3
4190,54,8,3
4218,63,8,3
4484,60,8,1
2697,53,5,6
4440,52,7,8
3700,56,1,6
3585,55,9,3
3286,58,4,5
2884,46,6,9
3497,60,6,3
4208,61,8,8
3355,69,1,5
3747,70,7,7
3001,44,1,3
4367,48,8,1
2829,67,1,5
3836,50,6,7
4192,47,8,5
3211,54,2,5
3484,48,8,9
2550,48,9,5
2181,50,6,7
3712,63,2,7
2706,68,4,2
2842,67,2,1
3531,54,9,2
4261,57,6,7
2717,48,5,5
2231,50,1,4
3838,59,9,9
4287,60,6,8
2511,61,9,1
2420,56,2,1
3695,53,8,8
3395,62,3,8
3999,40,8,6
3851,42,2,1
4266,50,9,1
3518,70,3,7
2678,41,1,1
4102,50,1,7
3605,65,9,3
3558,52,2,8
2804,52,4,6
2737,65,1,9
