번호,시각,스레드,소요시간(ms),SQL타입,커넥션ID,테이블,SQL(200자)
88,2025-12-17 19:20:20.104,http-nio-8185-exec-26,0,SELECT,10,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
89,2025-12-17 19:20:20.104,http-nio-8185-exec-2,1,SELECT,26,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
90,2025-12-17 19:20:20.104,http-nio-8185-exec-21,1,SELECT,23,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
91,2025-12-17 19:20:20.104,http-nio-8185-exec-31,1,SELECT,20,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
92,2025-12-17 19:20:20.104,http-nio-8185-exec-26,1,SELECT,28,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
93,2025-12-17 19:20:20.129,http-nio-8185-exec-36,18,SELECT,2,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
94,2025-12-17 19:20:20.129,http-nio-8185-exec-32,17,SELECT,10,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
95,2025-12-17 19:20:20.129,http-nio-8185-exec-44,16,SELECT,6,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
96,2025-12-17 19:20:20.129,http-nio-8185-exec-30,18,SELECT,5,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
97,2025-12-17 19:20:20.129,http-nio-8185-exec-9,16,SELECT,8,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
98,2025-12-17 19:20:20.129,http-nio-8185-exec-6,18,SELECT,9,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
99,2025-12-17 19:20:20.129,http-nio-8185-exec-30,18,SELECT,34,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
100,2025-12-17 19:20:20.129,http-nio-8185-exec-6,18,SELECT,35,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
101,2025-12-17 19:20:20.129,http-nio-8185-exec-14,18,SELECT,3,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
102,2025-12-17 19:20:20.129,http-nio-8185-exec-44,17,SELECT,66,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
103,2025-12-17 19:20:20.129,http-nio-8185-exec-7,18,SELECT,7,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
104,2025-12-17 19:20:20.129,http-nio-8185-exec-14,18,SELECT,30,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
105,2025-12-17 19:20:20.129,http-nio-8185-exec-40,18,SELECT,1,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
106,2025-12-17 19:20:20.129,http-nio-8185-exec-40,18,SELECT,65,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
107,2025-12-17 19:20:20.129,http-nio-8185-exec-36,18,SELECT,32,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
108,2025-12-17 19:20:20.129,http-nio-8185-exec-8,18,SELECT,4,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
109,2025-12-17 19:20:20.129,http-nio-8185-exec-8,18,SELECT,29,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
110,2025-12-17 19:20:20.129,http-nio-8185-exec-32,17,SELECT,33,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
111,2025-12-17 19:20:20.129,http-nio-8185-exec-9,17,SELECT,36,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
112,2025-12-17 19:20:20.129,http-nio-8185-exec-7,18,SELECT,31,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
113,2025-12-17 19:20:20.132,http-nio-8185-exec-9,1,SELECT,8,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
114,2025-12-17 19:20:20.132,http-nio-8185-exec-6,1,SELECT,9,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
115,2025-12-17 19:20:20.132,http-nio-8185-exec-30,1,SELECT,5,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
116,2025-12-17 19:20:20.132,http-nio-8185-exec-36,1,SELECT,2,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
117,2025-12-17 19:20:20.133,http-nio-8185-exec-8,1,SELECT,4,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
118,2025-12-17 19:20:20.133,http-nio-8185-exec-32,1,SELECT,10,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
119,2025-12-17 19:20:20.133,http-nio-8185-exec-9,1,SELECT,36,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
120,2025-12-17 19:20:20.133,http-nio-8185-exec-40,1,SELECT,1,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
121,2025-12-17 19:20:20.133,http-nio-8185-exec-6,1,SELECT,35,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
122,2025-12-17 19:20:20.133,http-nio-8185-exec-30,1,SELECT,34,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
123,2025-12-17 19:20:20.133,http-nio-8185-exec-32,1,SELECT,33,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
124,2025-12-17 19:20:20.133,http-nio-8185-exec-40,1,SELECT,65,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
125,2025-12-17 19:20:20.133,http-nio-8185-exec-8,1,SELECT,29,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
126,2025-12-17 19:20:20.132,http-nio-8185-exec-44,0,SELECT,6,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
127,2025-12-17 19:20:20.133,http-nio-8185-exec-44,1,SELECT,66,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
128,2025-12-17 19:20:20.133,http-nio-8185-exec-14,0,SELECT,3,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
129,2025-12-17 19:20:20.133,http-nio-8185-exec-36,1,SELECT,32,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
130,2025-12-17 19:20:20.133,http-nio-8185-exec-7,1,SELECT,7,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
131,2025-12-17 19:20:20.133,http-nio-8185-exec-14,1,SELECT,30,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
132,2025-12-17 19:20:20.133,http-nio-8185-exec-7,1,SELECT,31,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
133,2025-12-17 19:20:20.135,http-nio-8185-exec-36,0,SELECT,2,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
134,2025-12-17 19:20:20.135,http-nio-8185-exec-30,0,SELECT,5,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
135,2025-12-17 19:20:20.135,http-nio-8185-exec-7,0,SELECT,7,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
136,2025-12-17 19:20:20.135,http-nio-8185-exec-36,0,SELECT,32,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
137,2025-12-17 19:20:20.135,http-nio-8185-exec-6,0,SELECT,9,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
138,2025-12-17 19:20:20.135,http-nio-8185-exec-7,0,SELECT,31,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
139,2025-12-17 19:20:20.135,http-nio-8185-exec-30,0,SELECT,34,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
140,2025-12-17 19:20:20.135,http-nio-8185-exec-6,0,SELECT,35,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
141,2025-12-17 19:20:20.135,http-nio-8185-exec-32,0,SELECT,10,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
142,2025-12-17 19:20:20.135,http-nio-8185-exec-8,0,SELECT,4,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
143,2025-12-17 19:20:20.135,http-nio-8185-exec-14,0,SELECT,3,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
144,2025-12-17 19:20:20.136,http-nio-8185-exec-9,0,SELECT,8,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
145,2025-12-17 19:20:20.136,http-nio-8185-exec-44,0,SELECT,6,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
146,2025-12-17 19:20:20.136,http-nio-8185-exec-14,1,SELECT,30,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
147,2025-12-17 19:20:20.136,http-nio-8185-exec-9,0,SELECT,36,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
148,2025-12-17 19:20:20.136,http-nio-8185-exec-44,0,SELECT,66,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
149,2025-12-17 19:20:20.136,http-nio-8185-exec-32,1,SELECT,33,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
150,2025-12-17 19:20:20.136,http-nio-8185-exec-8,1,SELECT,29,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
151,2025-12-17 19:20:20.136,http-nio-8185-exec-40,0,SELECT,1,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
152,2025-12-17 19:20:20.137,http-nio-8185-exec-40,1,SELECT,65,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
153,2025-12-17 19:20:20.137,http-nio-8185-exec-36,0,SELECT,2,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
154,2025-12-17 19:20:20.137,http-nio-8185-exec-36,0,SELECT,32,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
155,2025-12-17 19:20:20.137,http-nio-8185-exec-9,0,SELECT,8,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
156,2025-12-17 19:20:20.137,http-nio-8185-exec-30,0,SELECT,5,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
157,2025-12-17 19:20:20.137,http-nio-8185-exec-9,1,SELECT,36,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
158,2025-12-17 19:20:20.138,http-nio-8185-exec-32,0,SELECT,10,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
159,2025-12-17 19:20:20.138,http-nio-8185-exec-8,0,SELECT,4,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
160,2025-12-17 19:20:20.138,http-nio-8185-exec-32,0,SELECT,33,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
161,2025-12-17 19:20:20.138,http-nio-8185-exec-30,1,SELECT,34,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
162,2025-12-17 19:20:20.138,http-nio-8185-exec-8,0,SELECT,29,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
163,2025-12-17 19:20:20.137,http-nio-8185-exec-6,0,SELECT,9,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
164,2025-12-17 19:20:20.138,http-nio-8185-exec-44,0,SELECT,6,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
165,2025-12-17 19:20:20.138,http-nio-8185-exec-7,1,SELECT,7,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
166,2025-12-17 19:20:20.138,http-nio-8185-exec-40,0,SELECT,1,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
167,2025-12-17 19:20:20.138,http-nio-8185-exec-44,0,SELECT,66,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
168,2025-12-17 19:20:20.138,http-nio-8185-exec-7,1,SELECT,31,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
169,2025-12-17 19:20:20.138,http-nio-8185-exec-40,1,SELECT,65,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
170,2025-12-17 19:20:20.138,http-nio-8185-exec-6,1,SELECT,35,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
171,2025-12-17 19:20:20.138,http-nio-8185-exec-14,0,SELECT,3,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
172,2025-12-17 19:20:20.138,http-nio-8185-exec-14,0,SELECT,30,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
173,2025-12-17 19:20:20.160,http-nio-8185-exec-49,20,SELECT,2,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
174,2025-12-17 19:20:20.160,http-nio-8185-exec-17,20,SELECT,7,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
175,2025-12-17 19:20:20.160,http-nio-8185-exec-49,20,SELECT,37,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
176,2025-12-17 19:20:20.160,http-nio-8185-exec-17,20,SELECT,40,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
177,2025-12-17 19:20:20.160,http-nio-8185-exec-12,19,SELECT,5,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '%관악산 삼성산 주공 3단지%'
