개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y)
3060000,PHMA220083060034021200012,2008-05-01,,1,영업/정상,13,영업중,,,,,02-493-9700,3797.31,,,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",2148,한걸음요양병원,2025-08-22 9:24,U,04:00.0,요양병원(일반요양병원),207660.8837,454911.1103
3060000,PHMA219833060034021200004,1983-08-22,,1,영업/정상,13,영업중,,,,,02-437-5011,6728.43,,서울특별시 중랑구 망우동 128-29 동부제일병원,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",2063,의료법인풍산의료재단동부제일병원,2025-07-11 15:40,U,03:00.0,종합병원,209579.6123,455387.9969
3060000,PHMA219843060034021200004,1984-04-03,,1,영업/정상,13,영업중,,,,,1577-6336,2841.75,,서울특별시 중랑구 상봉동 108번지 2호,서울특별시 중랑구 면목로 473 (상봉동),2138,강북21세기병원,2025-06-13 11:13,U,05:00.0,병원,207506.2486,454647.912
3060000,PHMA220083060034021200008,2008-04-04,,1,영업/정상,13,영업중,,,,,1661-0592,1697.04,,,서울특별시 중랑구 동일로 890 (묵동),2038,마디세상병원,2025-08-22 9:24,U,04:00.0,병원,206836.6202,456400.5853
3060000,PHMA220233060034021200001,2023-01-09,,1,영업/정상,13,영업중,,,,,1533-0032,2307.35,,서울특별시 중랑구 망우동 460-1 연세산돌병원,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",2173,연세산돌병원,2025-05-16 11:30,U,08:00.0,병원,208664.1521,454762.0135
3060000,PHMA220113060034021200003,2011-11-22,,1,영업/정상,13,영업중,,,,,02-434-2119,1544.88,,서울특별시 중랑구 중화동 110번지 43호,"서울특별시 중랑구 봉화산로 64 (중화동, 디엔에프병원)",2089,디앤에프병원,2025-08-17 16:15,U,09:00.0,병원,207125.8115,455464.2878
3060000,PHMA220063060034021200008,2006-04-27,,1,영업/정상,13,영업중,,,,,02-2036-0200,18058.04,131-802,서울특별시 중랑구 망우본동 227번지,서울특별시 중랑구 양원역로 38 (망우동),2062,서울특별시 북부병원,2025-08-17 16:15,U,09:00.0,병원,209440.4927,455783.8826
3060000,PHMA220133060034021200002,2013-12-24,,1,영업/정상,13,영업중,,,,,02-1899-8875,4487.53,,,"서울특별시 중랑구 동일로 679 (면목동, 88병원)",2130,팔팔병원,2025-08-22 9:24,U,04:00.0,병원,206970.9312,454293.5391
3060000,PHMA220053060034021200006,2005-03-29,,1,영업/정상,13,영업중,,,,,02-975-7500,534.44,,,서울특별시 중랑구 공릉로 76 (묵동),2019,의료법인한국의료재단프라임병원,2025-08-22 9:24,U,04:00.0,병원,206946.6754,457213.2104
3060000,PHMA220203060034021200002,2020-07-27,,1,영업/정상,13,영업중,,,,,02-3426-0100,6108.86,,서울특별시 중랑구 망우동 207-2,서울특별시 중랑구 망우로 470 (망우동),2177,러스크서울병원,2025-08-29 10:58,U,01:00.0,병원,209144.1723,455311.5602
3060000,PHMA220113060034021200001,2011-03-09,,1,영업/정상,13,영업중,,,,,02-2276-7000,105041.37,,,서울특별시 중랑구 신내로 156 (신내동),2053,서울특별시서울의료원,2025-08-29 10:58,U,01:00.0,종합병원,208580.4096,456742.9475
3060000,PHMA220103060034021200002,2010-12-10,,1,영업/정상,13,영업중,,,,,02-577-9696,1988.4,,,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",2076,로하스동서울요양병원,2025-08-08 17:48,U,00:00.0,요양병원(일반요양병원),208295.0998,456014.9992
3070000,PHMA219883070034021200001,1988-01-15,,2,휴업,2,휴업,,2025-07-23,2026-07-07,,02-919-3404,4708.95,,,서울특별시 성북구 종암로 72 (종암동),2800,의료법인서광의료재단 성북중앙병원,2025-07-23 14:48,U,05:00.0,병원,203077.87,454951.4389
3060000,PHMA220143060034021200001,2014-11-27,,1,영업/정상,13,영업중,,,,,02-433-1195,2938.63,,서울특별시 중랑구 망우동 489-1 삼부빌딩,"서울특별시 중랑구 망우로 403, 삼부빌딩 5~7층 (망우동)",2086,마인드웰병원,2025-08-28 22:43,U,00:00.0,정신병원,208490.0194,455252.7157
3060000,PHMA220163060034021200002,2016-07-05,,1,영업/정상,13,영업중,,,,,02-1644-0710,1596.39,,서울특별시 중랑구 면목동 179-24 화성빌딩,"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",2135,늘찬병원,2025-08-08 17:48,U,00:00.0,병원,206963.6565,453966.435
3070000,PHMA220023070034021200001,2002-01-04,,3,폐업,3,폐업,2019-01-17,,,,02-912-9004,,136-140,서울특별시 성북구 장위동 33번지 7호,서울특별시 성북구 한천로 641 (장위동),2774,의료법인조광의료재단  주사랑병원,2019-01-17 14:40,U,40:00.0,병원,205024.6814,457016.424
3070000,PHMA220033070034021200001,2003-06-02,,3,폐업,3,폐업,2024-12-16,,,,02-941-4974,224.88,,,서울특별시 성북구 종암로 72 (종암동),2800,로덴치과병원,2024-12-26 18:03,U,40:00.0,치과병원,,
3070000,PHMA220073070034021200001,2007-06-07,,3,폐업,3,폐업,2008-12-31,,,,02-959-0181,,136-817,"서울시 성북구 석관1동 168-23(지상1,3,4층)",,,신라한방병원,2009-04-15 9:37,I,59:59.0,한방병원,,
3070000,PHMA220073070034021200002,2007-06-22,,3,폐업,3,폐업,2016-12-16,2016-01-07,2017-01-31,,02-912-1547,,136-872,서울특별시 성북구 하월곡동 84번지 126호,서울특별시 성북구 오패산로3길 147 (하월곡동),2736,서울연세요양병원,2016-12-16 17:33,I,59:59.0,요양병원(일반요양병원),202819.6928,456338.0733
3070000,PHMA220083070034021200001,2008-12-31,,3,폐업,3,폐업,2013-05-30,,,,959-0182,,136-817,서울특별시 성북구 석관동 23번지,,,신라한방병원,2013-11-19 9:46,I,59:59.0,한방병원,206151.0369,456488.814
3070000,PHMA220113070034021200003,2011-10-06,,3,폐업,3,폐업,2014-10-22,,,,3672-2233,,136-084,서울특별시 성북구 보문동4가 18번지,서울특별시 성북구 보문로 86 (보문동4가),136-084,심청요양병원,2014-10-22 10:30,I,59:59.0,요양병원(일반요양병원),201783.4841,453412.3952
3070000,PHMA220123070034021200001,2012-02-23,,3,폐업,3,폐업,2015-01-29,,,,1566-9698,,136-841,서울특별시 성북구 정릉1동 16번지 512호,서울특별시 성북구 동소문로 215 (정릉동),136-841,연세요양병원,2015-01-29 17:03,I,59:59.0,요양병원(일반요양병원),201828.2066,455454.1053
3070000,PHMA219933070034021200001,1993-04-10,,3,폐업,3,폐업,2011-06-24,2011-06-02,2011-07-10,,02-942-3611,,,서울특별시 성북구 하월곡동 88번지 747호 동서병원,"서울특별시 성북구 동소문로 306, 동서병원 (하월곡동)",2733,동서병원,2018-06-26 15:00,I,59:59.0,병원,202482.8408,456067.2524
3070000,PHMA220013070034021200001,2001-06-22,,3,폐업,3,폐업,2013-03-19,,,,02-6221-2828,,,서울특별시 성북구 동선동1가 114-1 플라망스타워,"서울특별시 성북구 동소문로 118, 플라망스타워 1501,1502호 (동선동1가)",2845,예스치과병원,2020-12-14 14:49,U,40:00.0,치과병원,201536.8835,454556.211
3210000,PHMA220113210034021200001,2011-05-13,,3,폐업,3,폐업,2015-02-06,,,,3476-2879,,137-855,서울특별시 서초구 서초4동 1306번지 6호 지하2층,"서울특별시 서초구 강남대로 419 (서초동, 지하2층)",137-855,원진바른얼굴치과병원,2015-02-06 13:58,I,59:59.0,치과병원,202244.5833,444183.248
3070000,PHMA220053070034021200001,2005-12-07,,1,영업/정상,13,영업중,,,,,02-919-2700,4755.54,,,서울특별시 성북구 화랑로 271 (장위동),2775,의료법인유라의료재단 온누리요양병원,2025-08-18 16:49,U,00:00.0,요양병원(일반요양병원),205115.2701,456653.3473
3070000,PHMA220063070034021200002,2006-09-11,,1,영업/정상,13,영업중,,,,,02-929-3355,2856.01,,,서울특별시 성북구 보문로 46 (보문동7가),2859,보문효사랑요양병원,2025-08-25 16:08,U,07:00.0,요양병원(일반요양병원),201941.0796,453050.0362
3070000,PHMA220063070034021200001,2006-06-08,,1,영업/정상,13,영업중,,,,,02-940-2000,10044.74,,,서울특별시 성북구 동소문로47길 8 (길음동),2729,서울척병원,2025-08-25 16:08,U,07:00.0,병원,202513.1346,456279.1559
3070000,PHMA220223070034021200001,2022-02-28,,1,영업/정상,13,영업중,,,,,02-6231-7575,1890.7,,,"서울특별시 성북구 종암로 129, 청한빌딩 4,5층 (종암동)",2803,한마음한방병원,2025-08-12 14:56,U,04:00.0,한방병원,202819.8718,455458.0247
3070000,PHMA220153070034021200001,2015-03-13,,1,영업/정상,13,영업중,,,,,02-911-7115,4908,136-841,서울특별시 성북구 정릉동 16번지 486호 외2필지,서울특별시 성북구 동소문로 215 (정릉동),2817,새마음요양병원,2025-08-12 14:56,U,04:00.0,요양병원(일반요양병원),201837.9248,455449.0815
3070000,PHMA220213070034021200001,2021-11-29,,1,영업/정상,13,영업중,,,,,02-921-0088,1284.41,,,"서울특별시 성북구 동소문로 106, 유타 8~9층 (동선동1가)",2845,성북미올한방병원,2025-08-13 12:24,U,05:00.0,한방병원,201447.4187,454477.1033
3070000,PHMA220173070034021200001,2017-03-31,,1,영업/정상,13,영업중,,,,,02-929-2114,2427.6,,서울특별시 성북구 동선동4가 53,"서울특별시 성북구 아리랑로 16, 3~7층 (동선동4가)",2829,더서울병원,2025-08-18 16:49,U,00:00.0,병원,201389.393,454658.2109
3070000,PHMA220143070034021200001,2014-10-22,,1,영업/정상,13,영업중,,,,,02-3672-2233,2600.14,136-084,서울특별시 성북구 보문동4가 18번지,서울특별시 성북구 보문로 86 (보문동4가),2852,성북웰니스요양병원,2025-04-04 14:33,U,06:00.0,요양병원(일반요양병원),201783.4841,453412.3952
3070000,PHMA220113070034021200001,2011-04-26,,1,영업/정상,13,영업중,,,,,02-912-2114,6628,,,서울특별시 성북구 북악산로1길 71 (정릉동),136-851,의료법인참예원의료재단 성북참요양병원,2025-08-18 16:49,U,00:00.0,요양병원(일반요양병원),200400.3948,455032.1172
3070000,PHMA220113070034021200002,2011-06-28,,1,영업/정상,13,영업중,,,,,02-942-3611,4300,,,서울특별시 성북구 동소문로 306 (하월곡동),2733,동서요양병원,2025-02-10 15:07,U,40:00.0,요양병원(일반요양병원),,
3220000,PHMA219993220033021200001,1999-05-26,,1,영업/정상,13,영업중,,,,,02-546-3493,,,,"서울특별시 강남구 언주로 871, 호산병원 (신사동)",6023,호산여성병원,2023-07-24 10:08,U,40:00.0,병원,202879.096,447368.0001
3070000,PHMA220183070034021200002,2018-02-23,,1,영업/정상,13,영업중,,,,,02-912-0100,9463.42,,,서울특별시 성북구 동소문로46길 10 (하월곡동),2733,성북우리아이들병원,2025-08-25 16:09,U,07:00.0,병원,202518.3756,456065.672
3070000,PHMA220183070034021200001,2018-01-24,,1,영업/정상,13,영업중,,,,,02-6312-3700,8273.04,,,서울특별시 성북구 종암로 31 (종암동),2811,성북서울요양병원,2025-08-25 16:08,U,07:00.0,요양병원(일반요양병원),203092.6158,454534.4841
3080000,PHMA220093080033021200001,2009-08-14,,3,폐업,3,폐업,2023-10-12,,,,02-992-5200,718.54,142-883,"서울특별시 강북구 인수동 521-57, 59호",서울특별시 강북구 삼각산로 20 (수유동),1019,현인요양병원,2023-10-31 15:55,U,40:00.0,요양병원(일반요양병원),200518.7313,459583.5849
3080000,PHMA219813080033021200001,1981-02-09,,3,폐업,3,폐업,2014-12-02,2014-10-23,2015-10-23,,02-981-5161,,142-805,서울특별시 강북구 미아동 62번지 28호,서울특별시 강북구 도봉로 67 (미아동),142-805,새한병원,2020-02-04 15:38,U,40:00.0,병원,202542.2245,456978.1786
3080000,PHMA220013080033021200001,2001-03-06,,3,폐업,3,폐업,2012-01-21,2011-07-22,2012-01-21,,02-995-1025,,142-891,서울특별시 강북구 인수동 45번지 7호,서울특별시 강북구 도봉로 301 (수유동),,의료법인성화의료재단대한한방병원,2015-06-24 13:34,I,59:59.0,한방병원,201952.0908,459227.558
3070000,PHMA220223070034021200002,2022-06-27,,1,영업/정상,13,영업중,,,,,02-6953-9856,3534.32,,서울특별시 성북구 정릉동 674-3 그린존,"서울특별시 성북구 솔샘로1길 19, 그린존 1~7층 (정릉동)",2708,플러스요양병원,2025-07-02 9:36,U,05:00.0,요양병원(일반요양병원),200279.4594,456219.7975
3070000,PHMA219853070034021200001,1985-12-02,,1,영업/정상,13,영업중,,,,,02-940-1500,6184,136-873,서울특별시 성북구 하월곡동 88번지 526호,서울특별시 성북구 종암로 191 (하월곡동),2733,사회복지법인 성가소비녀회 성가복지병원,2025-03-26 14:33,U,09:00.0,병원,202645.5837,456061.1139
3070000,PHMA219743070034021200001,2016-01-28,,1,영업/정상,13,영업중,,,,,1577-0083,96410.66,,서울특별시 성북구 안암동5가 126번지 1호 고려대병원,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",2841,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),2025-08-18 16:50,U,00:00.0,종합병원,202313.8508,453871.2647
3080000,PHMA220193080033021200001,2019-10-15,,1,영업/정상,13,영업중,,,,,29879988,4773.59,,서울특별시 강북구 번동 105번지 1호,서울특별시 강북구 월계로 183 (번동),1231,꿈의숲요양병원,2025-08-12 17:12,U,05:00.0,요양병원(일반요양병원),203895.66,457580.9999
3080000,PHMA220013080033021200002,2001-05-28,,3,폐업,3,폐업,2010-06-25,,,,02-981-2807,,142-804,서울특별시 강북구 송중동 71번지 1호,서울특별시 강북구 도봉로 52 (미아동),,밀레니엄치과병원,2010-06-25 11:41,I,59:59.0,치과병원,202624.6173,456818.8521
3080000,PHMA220073080033021200003,2007-08-23,,3,폐업,3,폐업,2009-08-03,2009-07-24,2010-01-24,,02-992-5200,,142-883,서울특별시 강북구 수유동 521번지 57호,서울특별시 강북구 삼각산로 20 (수유동),,감인노인전문병원,2009-08-04 9:11,I,59:59.0,요양병원(노인병원),200518.7313,459583.5849
3080000,PHMA220113080033021200001,2011-02-11,,3,폐업,3,폐업,2015-12-15,,,,02-907-7002,,142-868,서울특별시 강북구 번1동 461번지 68호,서울특별시 강북구 한천로 1002 (번동),1058,새한빛병원,2019-08-29 14:50,U,40:00.0,병원,202582.4663,459530.4861
3080000,PHMA220143080033021200001,2014-11-21,,3,폐업,3,폐업,2021-08-31,2021-07-28,2021-08-31,,6927-9119,,142-100,서울특별시 강북구 미아동 137번지 26호,서울특별시 강북구 도봉로 114 (미아동),1164,서울좋은병원,2022-05-16 9:27,U,40:00.0,병원,202523.2612,457439.2095
3080000,PHMA219923080033021200001,1992-04-11,,3,폐업,3,폐업,2021-12-30,,,,02-986-1313,,142-812,서울특별시 강북구 미아동 304번지 7호,서울특별시 강북구 도봉로 181 (미아동),1170,성신병원,2022-05-16 9:36,U,40:00.0,병원,202253.6351,458066.8822
3080000,PHMA219983080033021200001,1998-10-15,,3,폐업,3,폐업,2014-07-29,,,,02-980-1181,,142-809,서울특별시 강북구 송중동 137번지 26호,서울특별시 강북구 도봉로 114 (미아동),,서울병원,2017-07-20 11:14,I,59:59.0,병원,202523.2612,457439.2095
3080000,PHMA220203080033021200001,2020-03-11,,1,영업/정상,13,영업중,,,,,02-986-0334,1748.16,,"서울특별시 강북구 미아동 304-3 Y빌딩 지하1층, 지상1층~지상5층","서울특별시 강북구 도봉로 187, 지하1층, 지상1층~지상5층 (미아동)",1170,강북으뜸병원,2025-08-22 16:32,U,04:00.0,병원,202240.8551,458118.7096
3080000,PHMA220203080033021200002,2020-08-28,,1,영업/정상,13,영업중,,,,,02-1670-8875,2643.3,,서울특별시 강북구 미아동 62-38 서울유병원BK빌딩,"서울특별시 강북구 도봉로 77, 지하2층~지하1층, 3층~8층층 (미아동)",1205,서울유병원,2025-08-12 17:17,U,05:00.0,병원,202541.0708,457081.2606
3080000,PHMA220073080033021200002,2007-08-01,,1,영업/정상,13,영업중,,,,,02-986-9988,3067.68,,서울특별시 강북구 미아동 189번지 6호 포근한노인전문병원,서울특별시 강북구 도봉로 266 (미아동),1128,포근한병원,2025-08-12 17:16,U,05:00.0,병원,202061.2521,458882.073
3080000,PHMA220083080033021200001,2008-04-14,,1,영업/정상,13,영업중,,,,,02-982-3114,1862.79,,,"서울특별시 강북구 도봉로 155, 서울민병원 (미아동)",1171,민병원,2025-08-18 13:53,U,00:00.0,병원,202337.1484,457806.8191
3080000,PHMA220073080033021200001,2007-01-17,,1,영업/정상,13,영업중,,,,,02-988-9456~7,2513.21,,서울특별시 강북구 미아동 734번지 108호,"서울특별시 강북구 삼양로 204 (미아동, 효성요양병원)",1173,효성요양병원,2025-06-25 16:39,U,08:00.0,요양병원(일반요양병원),201738.7194,457742.0896
3080000,PHMA220043080033021200001,2004-10-19,,1,영업/정상,13,영업중,,,,,02-983-7771,2027,,서울특별시 강북구 미아동 67번지 1호,서울특별시 강북구 도봉로 74 (미아동),1215,햇빛병원,2025-06-25 17:02,U,08:00.0,병원,202598.72,457044.0552
3080000,PHMA220183080033021200001,2018-03-19,,1,영업/정상,13,영업중,,,,,02-982-7080,3195.78,,서울특별시 강북구 미아동 317번지 1호 서울컨벤션웨딩홀,"서울특별시 강북구 도봉로 161, 서울컨벤션웨딩홀 (미아동)",1171,강북휴요양병원,2025-06-25 17:02,U,08:00.0,요양병원(일반요양병원),202314.8638,457867.6586
3080000,PHMA220223080033021200001,2022-04-08,,1,영업/정상,13,영업중,,,,,02-985-7582,1914.72,,서울특별시 강북구 미아동 304-7,서울특별시 강북구 도봉로 181(미아동),1170,경희황소한방병원,2025-08-22 16:31,U,04:00.0,한방병원,202253.6351,458066.8822
3080000,PHMA219953080033021200001,1995-07-20,,1,영업/정상,13,영업중,,,,,02-996-2828,232.12,,서울특별시 강북구 번동 418번지 1호,"서울특별시 강북구 도봉로 358 (번동, 코스타타워)",1063,경희치과병원,2023-10-04 21:39,U,40:00.0,치과병원,202343.3875,459654.4252
3080000,PHMA220073080033021200004,2007-09-28,,4,취소/말소/만료/정지/중지,24,직권폐업,2018-12-31,,,,02-992-5318,,,서울특별시 강북구 번동 464번지 1호,"서울특별시 강북구 도봉로 388 (번동, 테마빌딩)",1056,정인노인전문병원,2019-07-05 15:05,U,40:00.0,요양병원(일반요양병원),202545.6701,459885.2917
3090000,PHMA220123090033021200002,2012-09-18,,3,폐업,3,폐업,2014-07-28,,,,02-955-5545,,132-854,서울특별시 도봉구 방학동 719번지 3호 렉시온프라자 305-308호,"서울특별시 도봉구 도봉로152길 26 (방학동, 렉시온프라자 305-308호)",132-854,슈바이처치과병원,2014-07-28 17:39,I,59:59.0,치과병원,203922.0417,462985.3399
3090000,PHMA220073090033021200002,2007-10-05,,3,폐업,3,폐업,2019-01-15,,,,02-990-3001,,132-890,서울특별시 도봉구 쌍문1동 507-1,서울특별시 도봉구 삼양로 600 (쌍문동),1366,조이요양병원,2019-07-29 17:06,U,40:00.0,요양병원(일반요양병원),,
3080000,PHMA219823080033021200002,1982-05-22,,1,영업/정상,13,영업중,,,,,02-903-5121,1399.24,,,서울특별시 강북구 덕릉로 73 (수유동),1081,신일병원,2025-08-12 17:10,U,05:00.0,병원,201857.4279,459159.097
3080000,PHMA220163080033021200001,2016-12-12,,1,영업/정상,13,영업중,,,,,02-900-7006,1863.63,,서울특별시 강북구 번동 461-68 북서울요양병원,"서울특별시 강북구 한천로 1002, 북서울요양병원 (번동)",1058,북서울요양병원,2025-08-18 13:52,U,00:00.0,요양병원(일반요양병원),202582.4663,459530.4861
3080000,PHMA220123080033021200001,2012-10-12,,1,영업/정상,13,영업중,,,,,02-6222-1000,5381.78,,,"서울특별시 강북구 한천로 1083, 수유동 (수유동, 광산타워)",1070,강북우리병원,2025-06-18 14:27,U,01:00.0,병원,201930.77,460020.9817
3090000,PHMA220083090033021200001,2008-01-08,,3,폐업,3,폐업,2009-07-01,,,,02-990-5900,,132-863,서울특별시 도봉구 쌍문2동 80-70,,,굿모닝병원,2009-07-01 18:09,I,59:59.0,병원,,
3090000,PHMA220103090033021200001,2010-03-02,,3,폐업,3,폐업,2015-07-15,,,,1577-1173,,132-890,서울특별시 도봉구 쌍문1동 508번지 1호,서울특별시 도봉구 삼양로 610 (쌍문동),132-890,우이새길요양병원,2015-07-15 10:54,I,59:59.0,요양병원(일반요양병원),201167.0865,461671.4699
3090000,PHMA220103090033021200002,2010-07-21,,3,폐업,3,폐업,2023-04-26,,,,29009942,,132-896,서울특별시 도봉구 쌍문2동 707번지 7호,서울특별시 도봉구 도봉로 639 (쌍문동),1391,정병원,2023-04-25 10:02,U,40:00.0,병원,203610.1655,462124.875
3090000,PHMA220113090033021200001,2011-08-08,,3,폐업,3,폐업,2019-05-28,,,,02-3492-7888,,,서울특별시 도봉구 방학동 677번지 11호,"서울특별시 도봉구 방학로3길 13 (방학동, 상곡빌딩)",1390,(사)한국지체장애인협회 새보람요양병원,2019-07-29 17:07,U,40:00.0,요양병원(일반요양병원),203554.8631,462195.0794
3090000,PHMA220123090033021200001,2012-07-27,,3,폐업,3,폐업,2022-07-13,,,,02-951-0552,,132-853,서울특별시 도봉구 방학동 703번지 14호,"서울특별시 도봉구 도봉로 683, 5,6,7층 (방학동)",1340,성모샘병원,2022-07-11 9:27,U,40:00.0,정신병원,203651.208,462576.5408
3090000,PHMA220133090033021200001,2013-07-19,,3,폐업,3,폐업,2023-05-09,,,,02-900-5513,,,"서울특별시 도봉구 쌍문동 707-13 정병원 5,6층","서울특별시 도봉구 도봉로 639, 정병원 5,6층 (쌍문동)",1391,정요양병원,2023-05-10 11:15,U,40:00.0,요양병원(일반요양병원),203622.8932,462131.6667
3090000,PHMA219743090033021200001,1974-03-28,,1,영업/정상,13,영업중,,,,,02-901-3114,37185,,서울특별시 도봉구 쌍문동 388-1 한일병원,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",1450,의료법인한전의료재단 한일병원,2025-08-28 10:21,U,00:00.0,종합병원,202466.1192,460394.3299
3090000,PHMA220223090033021200001,2022-01-28,,1,영업/정상,13,영업중,,,,,02-3492-0888,4677.07,,서울특별시 도봉구 도봉동 620-23 화성빌딩,"서울특별시 도봉구 시루봉로 310, 화성빌딩 (도봉동)",1349,팔팔요양병원,2025-07-14 10:33,U,06:00.0,요양병원(일반요양병원),203762.9948,463176.6449
3090000,PHMA220123090033021200003,2012-12-28,,1,영업/정상,13,영업중,,,,,02-986-9977,2006.76,,서울특별시 도봉구 쌍문동 508-2 2~5층,"서울특별시 도봉구 삼양로 606, 2~5층 (쌍문동)",1366,포근한맘요양병원,2025-08-07 9:09,U,09:00.0,요양병원(일반요양병원),201152.8465,461631.0831
3090000,PHMA220153090033021200001,2015-08-13,,1,영업/정상,13,영업중,,,,,02-990-2999,3901.38,,서울특별시 도봉구 쌍문동 508번지 1호,"서울특별시 도봉구 삼양로 610, 지하1층층 지상1,2,3,4호 (쌍문동, 산수디앤씨)",1366,베이직병원,2025-08-15 0:43,U,07:00.0,정신병원,201167.0865,461671.4699
3090000,PHMA220083090033021200002,2008-01-31,,1,영업/정상,13,영업중,,,,,02-900-2000,5097,,,서울특별시 도봉구 도봉로 604 (창동),1401,에이치큐브병원,2025-05-21 15:06,U,04:00.0,병원,203556.6616,461771.0544
3090000,PHMA220083090033021200004,2008-03-31,,1,영업/정상,13,영업중,,,,,02-902-7510,1449.82,,"서울특별시 도봉구 방학동 719-3 렉시온프라자 2, 3, 4층","서울특별시 도봉구 도봉로152길 26, 렉시온프라자 2, 3, 4층 (방학동)",1332,의성한방병원,2025-05-02 16:30,U,04:00.0,한방병원,203922.0417,462985.3399
3090000,PHMA220083090033021200003,2008-03-17,,1,영업/정상,13,영업중,,,,,02-942-8000,2892,132-926,서울특별시 도봉구 창5동 715번지 28호,서울특별시 도봉구 해등로 129 (창동),1426,다나병원,2025-06-13 3:43,U,05:00.0,정신병원,203494.2987,461407.0571
3090000,PHMA220023090033021200001,2002-09-04,,1,영업/정상,13,영업중,,,,,02-955-1772,1499.64,,서울특별시 도봉구 방학동 665-6,서울특별시 도봉구 도당로 51(방학동),1356,가화한방병원,2025-08-07 11:07,U,09:00.0,한방병원,202961.8291,462271.5533
3210000,PHMA220013210034021200001,2001-09-18,,1,영업/정상,13,영업중,,,,,02-593-0725,329.56,,,"서울특별시 서초구 방배로 245, 3층 (방배동, 현대클리닉빌딩)",6557,필치과병원,2024-10-07 11:12,U,40:00.0,치과병원,198946.3256,443620.4529
3090000,PHMA220053090033021200001,2005-05-02,,1,영업/정상,13,영업중,,,,,02-999-9100,310,132-893,서울특별시 도봉구 쌍문동 657번지 예일빌딩5층,"서울특별시 도봉구 도봉로 569, 5층 (쌍문동, 준우빌딩)",1432,로덴성문치과병원,2025-06-20 9:09,U,02:00.0,치과병원,203334.7675,461499.9453
3090000,PHMA220063090033021200001,2006-07-05,,1,영업/정상,13,영업중,,,,,02-992-7582,1908.83,,,서울특별시 도봉구 방학로 177 (방학동),1384,스카이요양병원,2025-07-25 10:01,U,07:00.0,요양병원(일반요양병원),202794.3586,462181.5487
3090000,PHMA220053090033021200002,2005-05-16,,1,영업/정상,13,영업중,,,,,02-1666-5853,7852.95,,서울특별시 도봉구 창동 749번지 10호,"서울특별시 도봉구 도봉로 628 (창동, 바로선병원)",1397,바로선병원,2025-07-25 10:01,U,07:00.0,병원,203650.128,461998.9089
3090000,PHMA220073090033021200001,2007-05-22,,1,영업/정상,13,영업중,,,,,02-902-3294,2569.63,,서울특별시 도봉구 쌍문동 509번지 1호 백운빌딩,"서울특별시 도봉구 삼양로 616, 2-5층 (쌍문동)",1365,퍼스트요양병원,2025-05-02 16:29,U,04:00.0,요양병원(일반요양병원),201177.7432,461734.8035
3090000,PHMA220043090033021200001,2004-08-23,,1,영업/정상,13,영업중,,,,,02-903-9920,3626,132-830,서울특별시 도봉구 방학3동 442,서울특별시 도봉구 시루봉로 137 (방학동),1316,경희늘푸른노인전문병원,2025-05-02 16:31,U,04:00.0,요양병원(노인병원),202338.9378,462312.5889
3090000,PHMA220163090033021200001,2016-06-29,,1,영업/정상,13,영업중,,,,,02-2039-5099,1160.29,,서울특별시 도봉구 쌍문동 503-8 2~5층,"서울특별시 도봉구 삼양로 574, 2~5층 (쌍문동)",1368,서울사랑요양병원,2024-12-26 14:09,U,40:00.0,요양병원(일반요양병원),201098.7614,461327.6266
3090000,PHMA220223090033021200002,2022-04-27,,1,영업/정상,13,영업중,,,,,02-3491-7775,1223.97,,"서울특별시 도봉구 방학동 676-21 SYO빌딩 1층, 4층","서울특별시 도봉구 방학로3길 6, SYO빌딩 1, 4층 (방학동)",1390,희성한방병원,2025-07-14 10:33,U,06:00.0,한방병원,203511.5333,462249.7551
3100000,PHMA220193100034021200001,2019-02-25,,3,폐업,3,폐업,2022-07-22,,,,29388540,2177.84,,서울특별시 노원구 상계동 301번지 6호 파로스병원,"서울특별시 노원구 노원로 416, 파로스병원 (상계동)",1704,파로스병원,2024-01-11 16:41,U,40:00.0,병원,205922.1512,461261.6572
3100000,PHMA220023100034021200002,2002-08-16,,3,폐업,3,폐업,2021-12-26,,,,02-976-0808,,,서울특별시 노원구 공릉동 680-9 태릉성심요양병원,"서울특별시 노원구 동일로 987, 태릉성심요양병원 (공릉동)",1861,태능성심요양병원,2022-04-21 16:23,U,40:00.0,요양병원(일반요양병원),206551.607,457326.7229
